InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,CohortMonth,CohortIndex
560385,21385,IVORY HANGING DECORATION  HEART,3,2011-07-18 12:53:00,0.85,14583,United Kingdom,2.55,2011-07,2011-05,2
556189,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-06-09 11:57:00,9.95,15615,United Kingdom,9.95,2011-06,2010-12,6
571409,23118,PARISIENNE JEWELLERY DRAWER,2,2011-10-17 12:25:00,7.5,14911,EIRE,15.0,2011-10,2010-12,10
537395,22911,PAPER CHAIN KIT LONDON,1,2010-12-06 14:05:00,2.95,15356,United Kingdom,2.95,2010-12,2010-12,0
545914,22505,MEMO BOARD COTTAGE DESIGN,24,2011-03-08 11:39:00,4.25,13340,United Kingdom,102.0,2011-03,2011-03,0
564346,22097,SWALLOW SQUARE TISSUE BOX,4,2011-08-24 14:54:00,0.39,15727,United Kingdom,1.56,2011-08,2010-12,8
565855,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-09-07 13:30:00,1.65,15114,United Kingdom,19.8,2011-09,2011-05,4
562520,21094,SET/6 RED SPOTTY PAPER PLATES,48,2011-08-05 12:38:00,0.85,12599,France,40.8,2011-08,2011-02,6
566033,21989,PACK OF 20 SKULL PAPER NAPKINS,1,2011-09-08 13:07:00,0.85,16031,United Kingdom,0.85,2011-09,2011-04,5
572669,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2011-10-25 13:10:00,1.45,16549,United Kingdom,1.45,2011-10,2011-01,9
541213,21313,GLASS HEART T-LIGHT HOLDER,12,2011-01-14 13:28:00,0.85,15033,United Kingdom,10.2,2011-01,2011-01,0
561064,85066,CREAM SWEETHEART MINI CHEST,2,2011-07-24 14:16:00,12.75,18109,United Kingdom,25.5,2011-07,2010-12,7
543111,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,1,2011-02-03 12:44:00,4.25,15719,United Kingdom,4.25,2011-02,2011-01,1
553416,21718,RED METAL BEACH SPADE,12,2011-05-17 10:04:00,1.25,18198,United Kingdom,15.0,2011-05,2011-02,3
577128,23350,ROLL WRAP VINTAGE SPOT,2,2011-11-17 19:48:00,1.25,14508,United Kingdom,2.5,2011-11,2011-09,2
546366,21504,SKULLS GREETING CARD,12,2011-03-11 11:37:00,0.42,12748,United Kingdom,5.04,2011-03,2010-12,3
569900,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2011-10-06 16:17:00,0.29,17651,United Kingdom,6.96,2011-10,2011-07,3
581166,23080,RED METAL BOX TOP SECRET,2,2011-12-07 14:43:00,8.25,15525,United Kingdom,16.5,2011-12,2011-11,1
562173,22470,HEART OF WICKER LARGE,4,2011-08-03 12:12:00,2.95,14530,United Kingdom,11.8,2011-08,2011-02,6
564335,84836,ZINC METAL HEART DECORATION,12,2011-08-24 14:23:00,1.25,15800,United Kingdom,15.0,2011-08,2011-08,0
537608,22082,RIBBON REEL STRIPES DESIGN,5,2010-12-07 13:20:00,1.65,15024,United Kingdom,8.25,2010-12,2010-12,0
572664,20726,LUNCH BAG WOODLAND,10,2011-10-25 12:56:00,1.65,16401,United Kingdom,16.5,2011-10,2011-03,7
570168,22440,BALLOON WATER BOMB PACK OF 35,3,2011-10-07 14:05:00,0.42,17596,United Kingdom,1.26,2011-10,2010-12,10
578094,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-11-22 17:23:00,3.95,16261,United Kingdom,3.95,2011-11,2011-04,7
574700,21481,FAWN BLUE HOT WATER BOTTLE,2,2011-11-06 13:53:00,3.75,16033,United Kingdom,7.5,2011-11,2010-12,11
561383,22627,MINT KITCHEN SCALES,4,2011-07-27 08:35:00,8.5,13730,United Kingdom,34.0,2011-07,2011-07,0
569486,23313,VINTAGE CHRISTMAS BUNTING,2,2011-10-04 12:51:00,4.95,15339,United Kingdom,9.9,2011-10,2011-01,9
572652,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-10-25 12:11:00,1.25,15805,United Kingdom,15.0,2011-10,2011-04,6
548715,22653,BUTTON BOX,16,2011-04-03 15:22:00,1.95,17758,United Kingdom,31.2,2011-04,2011-04,0
574269,21012,ANTIQUE ALL GLASS CANDLESTICK,6,2011-11-03 14:27:00,2.1,15570,United Kingdom,12.6,2011-11,2010-12,11
577483,23169,CLASSIC GLASS COOKIE JAR,2,2011-11-20 11:50:00,4.15,14502,United Kingdom,8.3,2011-11,2011-02,9
537224,22405,MONEY BOX POCKET MONEY DESIGN,6,2010-12-05 16:24:00,1.25,13174,United Kingdom,7.5,2010-12,2010-12,0
572291,23320,GIANT 50'S CHRISTMAS CRACKER,1,2011-10-23 12:46:00,2.89,16931,United Kingdom,2.89,2011-10,2010-12,10
542393,35653,VINTAGE BEAD NOTEBOOK,2,2011-01-27 15:02:00,2.95,18125,United Kingdom,5.9,2011-01,2011-01,0
555162,22740,POLKADOT PEN,48,2011-06-01 10:15:00,0.85,12473,Germany,40.8,2011-06,2011-06,0
563753,21213,PACK OF 72 SKULL CAKE CASES,24,2011-08-19 10:51:00,0.55,12513,France,13.2,2011-08,2011-08,0
580673,22867,HAND WARMER BIRD DESIGN,96,2011-12-05 14:30:00,1.85,13089,United Kingdom,177.6,2011-12,2010-12,12
541256,21448,12 DAISY PEGS IN WOOD BOX,6,2011-01-16 14:36:00,1.65,13048,United Kingdom,9.9,2011-01,2011-01,0
580988,22077,6 RIBBONS RUSTIC CHARM,12,2011-12-06 16:41:00,1.95,18154,United Kingdom,23.4,2011-12,2011-10,2
556917,22308,TEA COSY BLUE STRIPE,50,2011-06-15 13:37:00,2.1,12415,Australia,105.0,2011-06,2011-01,5
568916,23322,LARGE WHITE HEART OF WICKER,6,2011-09-29 14:08:00,2.95,15452,United Kingdom,17.7,2011-09,2011-03,6
550958,22607,WOODEN ROUNDERS GARDEN SET,2,2011-04-21 16:37:00,9.95,15281,United Kingdom,19.9,2011-04,2011-01,3
577472,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-11-20 11:28:00,2.08,14503,United Kingdom,20.8,2011-11,2011-06,5
552877,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,2011-05-12 09:49:00,1.65,14883,United Kingdom,16.5,2011-05,2011-05,0
572866,21166,COOK WITH WINE METAL SIGN,1,2011-10-26 13:07:00,2.08,15005,United Kingdom,2.08,2011-10,2010-12,10
580535,22423,REGENCY CAKESTAND 3 TIER,1,2011-12-04 16:02:00,12.75,16988,United Kingdom,12.75,2011-12,2011-12,0
566281,22030,SWALLOWS GREETING CARD,24,2011-09-11 14:15:00,0.42,12748,United Kingdom,10.08,2011-09,2010-12,9
574226,23157,SET OF 6 NATIVITY MAGNETS,120,2011-11-03 12:15:00,1.85,17306,United Kingdom,222.0,2011-11,2011-05,6
560728,23245,SET OF 3 REGENCY CAKE TINS,4,2011-07-20 14:38:00,4.95,12520,Germany,19.8,2011-07,2011-03,4
544691,21912,VINTAGE SNAKES & LADDERS,4,2011-02-23 09:09:00,3.75,13804,United Kingdom,15.0,2011-02,2011-02,0
558045,23154,SET OF 4 JAM JAR MAGNETS,12,2011-06-24 13:35:00,2.08,12615,France,24.96,2011-06,2011-06,0
568995,72741,GRAND CHOCOLATECANDLE,72,2011-09-29 16:53:00,1.25,16779,United Kingdom,90.0,2011-09,2010-12,9
553180,22831,WHITE BROCANTE SOAP DISH,2,2011-05-15 11:35:00,2.95,16466,United Kingdom,5.9,2011-05,2011-02,3
575040,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-11-08 11:58:00,3.75,13381,United Kingdom,15.0,2011-11,2011-07,4
550183,22193,RED DINER WALL CLOCK,2,2011-04-14 17:58:00,8.5,14105,United Kingdom,17.0,2011-04,2011-04,0
581376,85032B,BLOSSOM IMAGES GIFT WRAP SET,2,2011-12-08 12:43:00,0.65,14719,United Kingdom,1.3,2011-12,2011-04,8
544295,85150,LADIES & GENTLEMEN METAL SIGN,12,2011-02-17 12:43:00,2.55,14298,United Kingdom,30.6,2011-02,2010-12,2
566959,21810,CHRISTMAS HANGING STAR WITH BELL,9,2011-09-15 17:00:00,1.25,17530,United Kingdom,11.25,2011-09,2010-12,9
569653,23380,PACK OF 12 VINTAGE DOILY TISSUES,24,2011-10-05 12:52:00,0.39,12451,Switzerland,9.36,2011-10,2011-01,9
548780,21115,ROSE CARAVAN DOORSTOP,2,2011-04-04 12:37:00,6.75,13294,United Kingdom,13.5,2011-04,2011-04,0
577105,21790,VINTAGE SNAP CARDS,12,2011-11-17 17:16:00,0.85,16076,United Kingdom,10.2,2011-11,2011-09,2
559887,20725,LUNCH BAG RED RETROSPOT,1,2011-07-13 11:44:00,1.65,13263,United Kingdom,1.65,2011-07,2011-03,4
541813,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2011-01-21 15:36:00,0.42,18239,United Kingdom,5.04,2011-01,2011-01,0
544824,22921,HERB MARKER CHIVES,12,2011-02-24 09:32:00,0.65,17139,United Kingdom,7.8,2011-02,2011-02,0
556425,21871,SAVE THE PLANET MUG,2,2011-06-10 12:51:00,1.25,14178,United Kingdom,2.5,2011-06,2011-06,0
573355,23554,LANDMARK FRAME OXFORD STREET,3,2011-10-30 12:43:00,12.5,15865,United Kingdom,37.5,2011-10,2011-05,5
552457,23298,SPOTTY BUNTING,3,2011-05-09 14:40:00,4.95,16477,United Kingdom,14.85,2011-05,2010-12,5
580999,23169,CLASSIC GLASS COOKIE JAR,1,2011-12-06 17:49:00,4.15,17883,United Kingdom,4.15,2011-12,2011-04,8
576076,22810,SET OF 6 T-LIGHTS SNOWMEN,1,2011-11-13 16:18:00,2.95,14382,United Kingdom,2.95,2011-11,2011-11,0
560229,22896,PEG BAG APPLES DESIGN,6,2011-07-17 10:39:00,2.55,14013,United Kingdom,15.3,2011-07,2011-07,0
562031,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2011-08-01 17:37:00,1.65,16984,United Kingdom,1.65,2011-08,2011-08,0
554942,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2011-05-27 14:01:00,2.1,17841,United Kingdom,2.1,2011-05,2010-12,5
574670,21901,"KEY FOB , BACK DOOR",1,2011-11-06 12:20:00,0.65,12838,United Kingdom,0.65,2011-11,2010-12,11
538354,22203,MILK PAN RED RETROSPOT,4,2010-12-10 15:45:00,3.75,16873,United Kingdom,15.0,2010-12,2010-12,0
543586,23231,WRAP DOILEY DESIGN,25,2011-02-10 11:16:00,0.42,15809,United Kingdom,10.5,2011-02,2011-02,0
548898,22283,6 EGG HOUSE PAINTED WOOD,1,2011-04-04 16:28:00,7.95,17214,United Kingdom,7.95,2011-04,2011-02,2
556182,22522,CHILDS GARDEN FORK BLUE,1,2011-06-09 11:35:00,0.85,16892,United Kingdom,0.85,2011-06,2011-06,0
571438,22835,HOT WATER BOTTLE I AM SO POORLY,8,2011-10-17 13:25:00,4.95,15066,United Kingdom,39.6,2011-10,2011-10,0
571304,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-10-17 09:37:00,1.65,12526,Germany,13.2,2011-10,2011-09,1
538744,85152,HAND OVER THE CHOCOLATE   SIGN,2,2010-12-14 11:26:00,2.1,15356,United Kingdom,4.2,2010-12,2010-12,0
546983,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-03-18 12:27:00,0.85,16626,United Kingdom,10.2,2011-03,2011-03,0
568661,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,2011-09-28 12:34:00,3.95,18109,United Kingdom,7.9,2011-09,2010-12,9
550328,22059,CERAMIC STRAWBERRY DESIGN MUG,4,2011-04-17 13:18:00,1.49,17582,United Kingdom,5.96,2011-04,2011-04,0
576274,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-11-14 14:24:00,0.95,17793,United Kingdom,0.95,2011-11,2011-11,0
581241,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,2011-12-08 10:58:00,0.85,15520,United Kingdom,10.2,2011-12,2011-12,0
568059,21791,VINTAGE HEADS AND TAILS CARD GAME,6,2011-09-23 12:58:00,1.25,13097,United Kingdom,7.5,2011-09,2011-01,8
539311,84823,DANISH ROSE FOLDING CHAIR,6,2010-12-16 17:53:00,7.95,14643,United Kingdom,47.7,2010-12,2010-12,0
566938,23318,BOX OF 6 MINI VINTAGE CRACKERS,24,2011-09-15 15:48:00,2.49,14557,United Kingdom,59.76,2011-09,2011-09,0
572121,21892,TRADITIONAL WOODEN CATCH CUP GAME,6,2011-10-20 19:51:00,1.25,17092,United Kingdom,7.5,2011-10,2011-08,2
574040,85099B,JUMBO BAG RED RETROSPOT,2,2011-11-02 13:01:00,2.08,14974,United Kingdom,4.16,2011-11,2011-11,0
557117,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-06-16 17:04:00,1.69,14849,United Kingdom,40.56,2011-06,2011-05,1
577074,22815,CARD PSYCHEDELIC APPLES,12,2011-11-17 15:04:00,0.42,15399,United Kingdom,5.04,2011-11,2011-09,2
573913,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,2011-11-01 15:49:00,0.85,17653,United Kingdom,10.2,2011-11,2011-09,2
545543,22978,PANTRY ROLLING PIN,6,2011-03-03 14:43:00,3.75,13476,United Kingdom,22.5,2011-03,2011-03,0
562980,20727,LUNCH BAG  BLACK SKULL.,10,2011-08-11 11:44:00,1.65,17686,United Kingdom,16.5,2011-08,2011-02,6
542599,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-01-30 11:01:00,2.55,17062,United Kingdom,2.55,2011-01,2011-01,0
572933,22574,HEART WOODEN CHRISTMAS DECORATION,12,2011-10-27 10:15:00,0.85,13458,United Kingdom,10.2,2011-10,2011-01,9
581310,22352,LUNCH BOX WITH CUTLERY RETROSPOT,1,2011-12-08 11:43:00,2.55,16442,United Kingdom,2.55,2011-12,2010-12,12
549128,21671,RED SPOT CERAMIC DRAWER KNOB,6,2011-04-06 14:25:00,1.25,16713,United Kingdom,7.5,2011-04,2010-12,4
538525,21506,"FANCY FONT BIRTHDAY CARD,",24,2010-12-13 09:39:00,0.42,12540,Spain,10.08,2010-12,2010-12,0
570680,23493,VINTAGE DOILY TRAVEL SEWING KIT,6,2011-10-11 15:36:00,1.95,13969,United Kingdom,11.7,2011-10,2010-12,10
565261,22613,PACK OF 20 SPACEBOY NAPKINS,24,2011-09-02 10:53:00,0.85,12474,Germany,20.4,2011-09,2011-01,8
569897,23242,TREASURE TIN BUFFALO BILL,1,2011-10-06 16:01:00,2.08,17813,United Kingdom,2.08,2011-10,2011-09,1
550477,22413,METAL SIGN TAKE IT OR LEAVE IT,3,2011-04-18 14:01:00,2.95,17338,United Kingdom,8.85,2011-04,2010-12,4
542605,21034,REX CASH+CARRY JUMBO SHOPPER,10,2011-01-30 12:42:00,0.95,17796,United Kingdom,9.5,2011-01,2010-12,1
570677,23355,HOT WATER BOTTLE KEEP CALM,3,2011-10-11 15:10:00,4.95,12836,United Kingdom,14.85,2011-10,2011-05,5
574097,23256,CHILDRENS CUTLERY SPACEBOY,4,2011-11-03 09:56:00,4.15,12471,Germany,16.6,2011-11,2010-12,11
544474,POST,POSTAGE,1,2011-02-21 09:52:00,15.0,12423,Belgium,15.0,2011-02,2010-12,2
543040,22915,ASSORTED BOTTLE TOP  MAGNETS,12,2011-02-02 17:06:00,0.42,17337,United Kingdom,5.04,2011-02,2011-02,0
553485,75049L,LARGE CIRCULAR MIRROR MOBILE,18,2011-05-17 12:25:00,1.25,13208,United Kingdom,22.5,2011-05,2011-04,1
542534,22617,BAKING SET SPACEBOY DESIGN,3,2011-01-28 13:27:00,4.95,13707,United Kingdom,14.85,2011-01,2011-01,0
549937,21756,BATH BUILDING BLOCK WORD,6,2011-04-13 11:40:00,5.95,15046,United Kingdom,35.7,2011-04,2011-01,3
580695,23322,LARGE WHITE HEART OF WICKER,3,2011-12-05 16:03:00,2.95,13230,United Kingdom,8.85,2011-12,2011-01,11
541664,22975,SPACEBOY CHILDRENS EGG CUP,24,2011-01-20 12:23:00,1.25,17862,United Kingdom,30.0,2011-01,2011-01,0
562377,22629,SPACEBOY LUNCH BOX,1,2011-08-04 15:04:00,1.95,14535,United Kingdom,1.95,2011-08,2011-04,4
550145,22728,ALARM CLOCK BAKELIKE PINK,12,2011-04-14 14:15:00,3.75,12637,France,45.0,2011-04,2011-01,3
537130,22926,IVORY GIANT GARDEN THERMOMETER,2,2010-12-05 12:23:00,5.95,17796,United Kingdom,11.9,2010-12,2010-12,0
572567,22539,MINI JIGSAW DOLLY GIRL,24,2011-10-25 10:27:00,0.42,12398,Switzerland,10.08,2011-10,2011-10,0
572719,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,8,2011-10-25 15:03:00,4.25,13871,United Kingdom,34.0,2011-10,2011-03,7
544666,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2011-02-22 15:00:00,2.95,16907,United Kingdom,2.95,2011-02,2010-12,2
553194,72800D,4 BLUE DINNER CANDLES SILVER FLOCK,1,2011-05-15 13:37:00,2.55,16283,United Kingdom,2.55,2011-05,2011-05,0
576355,22086,PAPER CHAIN KIT 50'S CHRISTMAS,40,2011-11-14 16:28:00,2.55,13089,United Kingdom,102.0,2011-11,2010-12,11
553915,21174,POTTERING IN THE SHED METAL SIGN,12,2011-05-19 19:51:00,2.08,18225,United Kingdom,24.96,2011-05,2011-02,3
573876,23367,SET 12 COLOUR PENCILS SPACEBOY,1,2011-11-01 12:48:00,0.65,16360,United Kingdom,0.65,2011-11,2011-09,2
571837,22474,SPACEBOY TV DINNER TRAY,1,2011-10-19 12:11:00,4.95,16470,United Kingdom,4.95,2011-10,2010-12,10
562913,21889,WOODEN BOX OF DOMINOES,12,2011-08-10 13:19:00,1.25,17042,United Kingdom,15.0,2011-08,2011-04,4
565438,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2011-09-04 13:56:00,1.65,17229,United Kingdom,1.65,2011-09,2011-09,0
546104,22470,HEART OF WICKER LARGE,1,2011-03-09 12:19:00,2.95,14527,United Kingdom,2.95,2011-03,2010-12,3
541014,22072,RED RETROSPOT TEA CUP AND SAUCER,4,2011-01-13 11:54:00,3.75,14085,United Kingdom,15.0,2011-01,2010-12,1
567385,21790,VINTAGE SNAP CARDS,288,2011-09-20 10:27:00,0.72,14866,United Kingdom,207.36,2011-09,2011-07,2
551384,22487,WHITE WOOD GARDEN PLANT LADDER,4,2011-04-28 11:31:00,8.5,15223,United Kingdom,34.0,2011-04,2011-04,0
574660,22082,RIBBON REEL STRIPES DESIGN,1,2011-11-06 11:55:00,1.65,15407,United Kingdom,1.65,2011-11,2011-02,9
565442,22384,LUNCH BAG PINK POLKADOT,10,2011-09-04 14:09:00,1.65,12627,Germany,16.5,2011-09,2011-07,2
575725,23289,DOLLY GIRL CHILDRENS BOWL,8,2011-11-10 18:46:00,1.25,13098,United Kingdom,10.0,2011-11,2011-01,10
566581,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2011-09-13 13:47:00,2.95,16081,United Kingdom,5.9,2011-09,2011-06,3
570095,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-07 11:57:00,12.75,12528,Germany,12.75,2011-10,2011-01,9
562218,82600,NO SINGING METAL SIGN,12,2011-08-03 14:07:00,2.1,13851,United Kingdom,25.2,2011-08,2011-02,6
557281,20755,BLUE PAISLEY POCKET BOOK,2,2011-06-19 12:23:00,0.85,13632,United Kingdom,1.7,2011-06,2011-04,2
577310,21914,BLUE HARMONICA IN BOX,120,2011-11-18 13:15:00,1.25,13516,United Kingdom,150.0,2011-11,2011-09,2
577601,23370,SET 36 COLOURING PENCILS DOILY,16,2011-11-21 08:31:00,1.25,17675,United Kingdom,20.0,2011-11,2010-12,11
575487,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-11-09 17:11:00,0.55,15450,United Kingdom,13.2,2011-11,2011-11,0
546390,20668,DISCO BALL CHRISTMAS DECORATION,120,2011-03-11 14:03:00,0.12,14083,United Kingdom,14.4,2011-03,2010-12,3
566599,84559A,3D SHEET OF DOG STICKERS,3,2011-09-13 15:37:00,0.85,15998,United Kingdom,2.55,2011-09,2010-12,9
543815,21894,POTTING SHED SEED ENVELOPES,2,2011-02-13 15:18:00,1.25,17255,United Kingdom,2.5,2011-02,2011-02,0
578921,23194,GYMKHANA TREASURE BOOK BOX,1,2011-11-27 11:57:00,2.25,13596,United Kingdom,2.25,2011-11,2011-11,0
554151,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-05-23 11:07:00,0.29,14049,United Kingdom,13.92,2011-05,2011-01,4
537422,22633,HAND WARMER UNION JACK,2,2010-12-06 15:27:00,2.1,17812,United Kingdom,4.2,2010-12,2010-12,0
580140,84991,60 TEATIME FAIRY CAKE CASES,24,2011-12-02 09:19:00,0.55,14895,United Kingdom,13.2,2011-12,2011-02,10
548332,22499,WOODEN UNION JACK BUNTING,48,2011-03-30 13:39:00,4.95,15364,United Kingdom,237.6,2011-03,2011-03,0
556776,22326,ROUND SNACK BOXES SET OF4 WOODLAND,3,2011-06-14 12:24:00,2.95,14730,United Kingdom,8.85,2011-06,2011-03,3
543911,22195,LARGE HEART MEASURING SPOONS,12,2011-02-14 12:46:00,1.65,17829,United Arab Emirates,19.8,2011-02,2011-02,0
549316,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,2011-04-08 09:54:00,2.25,12705,Germany,13.5,2011-04,2010-12,4
580727,21028,NINJA RABBIT BLACK,2,2011-12-05 17:17:00,2.46,14096,United Kingdom,4.92,2011-12,2011-09,3
572675,85178,VICTORIAN SEWING KIT,4,2011-10-25 13:20:00,1.25,17917,United Kingdom,5.0,2011-10,2010-12,10
541709,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2011-01-21 11:09:00,12.75,17504,United Kingdom,12.75,2011-01,2011-01,0
564752,23298,SPOTTY BUNTING,21,2011-08-30 10:07:00,4.95,16126,United Kingdom,103.95,2011-08,2011-02,6
558626,22403,MAGNETS PACK OF 4 VINTAGE LABELS,12,2011-06-30 17:34:00,1.25,12569,Germany,15.0,2011-06,2011-06,0
555351,23205,CHARLOTTE BAG VINTAGE ALPHABET,30,2011-06-02 12:37:00,0.85,13408,United Kingdom,25.5,2011-06,2010-12,6
577026,22139,RETROSPOT TEA SET CERAMIC 11 PC,8,2011-11-17 12:55:00,4.95,17237,United Kingdom,39.6,2011-11,2011-11,0
554954,23206,LUNCH BAG APPLE DESIGN,10,2011-05-27 14:50:00,1.65,14227,United Kingdom,16.5,2011-05,2011-02,3
573341,20974,12 PENCILS SMALL TUBE SKULL,24,2011-10-30 11:55:00,0.65,16949,United Kingdom,15.6,2011-10,2011-10,0
580403,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-12-04 11:56:00,7.95,17858,United Kingdom,15.9,2011-12,2011-01,11
541206,22345,PARTY PIZZA DISH BLUE POLKADOT,24,2011-01-14 12:24:00,0.21,14646,Netherlands,5.04,2011-01,2010-12,1
578805,20676,RED RETROSPOT BOWL,8,2011-11-25 12:57:00,1.25,16401,United Kingdom,10.0,2011-11,2011-03,8
553189,20725,LUNCH BAG RED RETROSPOT,2,2011-05-15 13:14:00,1.65,15033,United Kingdom,3.3,2011-05,2011-01,4
564725,22979,PANTRY WASHING UP BRUSH,2,2011-08-28 12:28:00,1.45,18041,United Kingdom,2.9,2011-08,2010-12,8
555746,20733,GOLD MINI TAPE MEASURE,2,2011-06-07 10:55:00,0.85,14606,United Kingdom,1.7,2011-06,2010-12,6
579668,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-11-30 12:32:00,0.85,15152,United Kingdom,10.2,2011-11,2011-06,5
563209,22139,RETROSPOT TEA SET CERAMIC 11 PC,2,2011-08-14 12:23:00,4.95,13527,United Kingdom,9.9,2011-08,2011-01,7
569693,21411,GINGHAM HEART  DOORSTOP RED,2,2011-10-05 15:18:00,4.25,17837,United Kingdom,8.5,2011-10,2011-07,3
564165,23035,DRAWER KNOB CERAMIC IVORY,12,2011-08-23 13:35:00,1.45,13593,United Kingdom,17.4,2011-08,2011-01,7
543277,85099B,JUMBO BAG RED RETROSPOT,20,2011-02-06 14:33:00,1.95,15808,United Kingdom,39.0,2011-02,2010-12,2
578244,23501,KEY RING BASEBALL BOOT UNION JACK,20,2011-11-23 12:36:00,1.25,15727,United Kingdom,25.0,2011-11,2010-12,11
558113,21533,RETROSPOT LARGE MILK JUG,3,2011-06-27 08:48:00,4.95,14911,EIRE,14.85,2011-06,2010-12,6
580419,23082,SET 6 PAPER TABLE LANTERN HEARTS,12,2011-12-04 12:08:00,3.75,16283,United Kingdom,45.0,2011-12,2011-05,7
543370,22841,ROUND CAKE TIN VINTAGE GREEN,2,2011-02-07 14:51:00,7.95,12359,Cyprus,15.9,2011-02,2011-01,1
577319,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2011-11-18 13:43:00,1.45,17301,United Kingdom,1.45,2011-11,2011-11,0
559307,23241,TREASURE TIN GYMKHANA DESIGN,2,2011-07-07 13:02:00,2.08,15356,United Kingdom,4.16,2011-07,2010-12,7
563753,16161U,WRAP SUKI AND FRIENDS,25,2011-08-19 10:51:00,0.42,12513,France,10.5,2011-08,2011-08,0
571041,20711,JUMBO BAG TOYS,1,2011-10-13 13:00:00,2.08,14527,United Kingdom,2.08,2011-10,2010-12,10
581378,21918,SET 12 KIDS COLOUR  CHALK STICKS,6,2011-12-08 12:50:00,0.42,17673,United Kingdom,2.52,2011-12,2011-01,11
580822,22816,CARD MOTORBIKE SANTA,12,2011-12-06 11:33:00,0.42,17884,United Kingdom,5.04,2011-12,2010-12,12
554839,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-05-26 17:15:00,1.95,14056,United Kingdom,3.9,2011-05,2011-02,3
571438,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-10-17 13:25:00,4.95,15066,United Kingdom,14.85,2011-10,2011-10,0
550765,23053,RECYCLED ACAPULCO MAT PINK,2,2011-04-20 12:28:00,8.25,16103,United Kingdom,16.5,2011-04,2011-04,0
575737,22138,BAKING SET 9 PIECE RETROSPOT,12,2011-11-11 08:59:00,4.95,14789,United Kingdom,59.4,2011-11,2011-11,0
574826,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-11-07 10:58:00,2.95,15870,United Kingdom,11.8,2011-11,2011-11,0
543370,35241,ENAMEL BLUE RIM BISCUIT BIN,3,2011-02-07 14:51:00,4.95,12359,Cyprus,14.85,2011-02,2011-01,1
543251,21181,PLEASE ONE PERSON METAL SIGN,12,2011-02-04 14:51:00,2.1,14194,United Kingdom,25.2,2011-02,2011-02,0
569893,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-10-06 15:51:00,2.95,12627,Germany,17.7,2011-10,2011-07,3
558196,85086A,CANDY SPOT HEART DECORATION,5,2011-06-27 12:38:00,0.85,16033,United Kingdom,4.25,2011-06,2010-12,6
538707,22080,RIBBON REEL POLKADOTS,2,2010-12-14 10:38:00,1.65,17894,United Kingdom,3.3,2010-12,2010-12,0
571502,21175,GIN + TONIC DIET METAL SIGN,12,2011-10-17 15:18:00,2.55,14422,United Kingdom,30.6,2011-10,2011-09,1
566200,21584,RETROSPOT SMALL TUBE MATCHES,2,2011-09-09 14:14:00,1.65,16910,United Kingdom,3.3,2011-09,2011-09,0
566319,23206,LUNCH BAG APPLE DESIGN,10,2011-09-12 11:25:00,1.65,13431,United Kingdom,16.5,2011-09,2011-09,0
579529,10135,COLOURING PENCILS BROWN TUBE,10,2011-11-30 08:50:00,1.25,12488,France,12.5,2011-11,2011-09,2
567308,20677,PINK POLKADOT BOWL,72,2011-09-19 13:35:00,1.06,16422,United Kingdom,76.32,2011-09,2010-12,9
