"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","Revenue"
"550958","22607","WOODEN ROUNDERS GARDEN SET",2,"21-04-11 16:37",9.95,"15281","United Kingdom",19.9
"577472","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",10,"20-11-11 11:28",2.08,"14503","United Kingdom",20.8
"552877","21932","SCANDINAVIAN PAISLEY PICNIC BAG",10,"12-05-11 9:49",1.65,"14883","United Kingdom",16.5
"572866","21166","COOK WITH WINE METAL SIGN",1,"26-10-11 13:07",2.08,"15005","United Kingdom",2.08
"580535","22423","REGENCY CAKESTAND 3 TIER",1,"04-12-11 16:02",12.75,"16988","United Kingdom",12.75
"566281","22030","SWALLOWS GREETING CARD",24,"11-09-11 14:15",0.42,"12748","United Kingdom",10.08
"574226","23157","SET OF 6 NATIVITY MAGNETS",120,"03-11-11 12:15",1.85,"17306","United Kingdom",222.0
"560728","23245","SET OF 3 REGENCY CAKE TINS",4,"20-07-11 14:38",4.95,"12520","Germany",19.8
"544691","21912","VINTAGE SNAKES & LADDERS",4,"23-02-11 9:09",3.75,"13804","United Kingdom",15.0
"558045","23154","SET OF 4 JAM JAR MAGNETS",12,"24-06-11 13:35",2.08,"12615","France",24.96
"568995","72741","GRAND CHOCOLATECANDLE",72,"29-09-11 16:53",1.25,"16779","United Kingdom",90.0
"553180","22831","WHITE BROCANTE SOAP DISH",2,"15-05-11 11:35",2.95,"16466","United Kingdom",5.9
"575040","22730","ALARM CLOCK BAKELIKE IVORY",4,"08-11-11 11:58",3.75,"13381","United Kingdom",15.0
"550183","22193","RED DINER WALL CLOCK",2,"14-04-11 17:58",8.5,"14105","United Kingdom",17.0
"581376","85032B","BLOSSOM IMAGES GIFT WRAP SET",2,"08-12-11 12:43",0.65,"14719","United Kingdom",1.3
"544295","85150","LADIES & GENTLEMEN METAL SIGN",12,"17-02-11 12:43",2.55,"14298","United Kingdom",30.6
"566959","21810","CHRISTMAS HANGING STAR WITH BELL",9,"15-09-11 17:00",1.25,"17530","United Kingdom",11.25
"569653","23380","PACK OF 12 VINTAGE DOILY TISSUES",24,"05-10-11 12:52",0.39,"12451","Switzerland",9.36
"548780","21115","ROSE CARAVAN DOORSTOP",2,"04-04-11 12:37",6.75,"13294","United Kingdom",13.5
"577105","21790","VINTAGE SNAP CARDS",12,"17-11-11 17:16",0.85,"16076","United Kingdom",10.2
"559887","20725","LUNCH BAG RED RETROSPOT",1,"13-07-11 11:44",1.65,"13263","United Kingdom",1.65
"541813","22031","BOTANICAL LAVENDER BIRTHDAY CARD",12,"21-01-11 15:36",0.42,"18239","United Kingdom",5.04
"544824","22921","HERB MARKER CHIVES",12,"24-02-11 9:32",0.65,"17139","United Kingdom",7.8
"556425","21871","SAVE THE PLANET MUG",2,"10-06-11 12:51",1.25,"14178","United Kingdom",2.5
"573355","23554","LANDMARK FRAME OXFORD STREET",3,"30-10-11 12:43",12.5,"15865","United Kingdom",37.5
"552457","23298","SPOTTY BUNTING",3,"09-05-11 14:40",4.95,"16477","United Kingdom",14.85
"580999","23169","CLASSIC GLASS COOKIE JAR",1,"06-12-11 17:49",4.15,"17883","United Kingdom",4.15
"576076","22810","SET OF 6 T-LIGHTS SNOWMEN",1,"13-11-11 16:18",2.95,"14382","United Kingdom",2.95
"560229","22896","PEG BAG APPLES DESIGN",6,"17-07-11 10:39",2.55,"14013","United Kingdom",15.3
"562031","21932","SCANDINAVIAN PAISLEY PICNIC BAG",1,"01-08-11 17:37",1.65,"16984","United Kingdom",1.65
"554942","72351B","SET/6 PINK  BUTTERFLY T-LIGHTS",1,"27-05-11 14:01",2.1,"17841","United Kingdom",2.1
"574670","21901","KEY FOB , BACK DOOR",1,"06-11-11 12:20",0.65,"12838","United Kingdom",0.65
"538354","22203","MILK PAN RED RETROSPOT",4,"10-12-10 15:45",3.75,"16873","United Kingdom",15.0
"543586","23231","WRAP DOILEY DESIGN",25,"10-02-11 11:16",0.42,"15809","United Kingdom",10.5
"548898","22283","6 EGG HOUSE PAINTED WOOD",1,"04-04-11 16:28",7.95,"17214","United Kingdom",7.95
"556182","22522","CHILDS GARDEN FORK BLUE",1,"09-06-11 11:35",0.85,"16892","United Kingdom",0.85
"571438","22835","HOT WATER BOTTLE I AM SO POORLY",8,"17-10-11 13:25",4.95,"15066","United Kingdom",39.6
"571304","22333","RETROSPOT PARTY BAG + STICKER SET",8,"17-10-11 9:37",1.65,"12526","Germany",13.2
"538744","85152","HAND OVER THE CHOCOLATE   SIGN",2,"14-12-10 11:26",2.1,"15356","United Kingdom",4.2
"546983","71459","HANGING JAM JAR T-LIGHT HOLDER",12,"18-03-11 12:27",0.85,"16626","United Kingdom",10.2
"568661","22722","SET OF 6 SPICE TINS PANTRY DESIGN",2,"28-09-11 12:34",3.95,"18109","United Kingdom",7.9
"550328","22059","CERAMIC STRAWBERRY DESIGN MUG",4,"17-04-11 13:18",1.49,"17582","United Kingdom",5.96
"576274","21034","REX CASH+CARRY JUMBO SHOPPER",1,"14-11-11 14:24",0.95,"17793","United Kingdom",0.95
"581241","22924","FRIDGE MAGNETS LA VIE EN ROSE",12,"08-12-11 10:58",0.85,"15520","United Kingdom",10.2
"568059","21791","VINTAGE HEADS AND TAILS CARD GAME",6,"23-09-11 12:58",1.25,"13097","United Kingdom",7.5
"539311","84823","DANISH ROSE FOLDING CHAIR",6,"16-12-10 17:53",7.95,"14643","United Kingdom",47.7
"566938","23318","BOX OF 6 MINI VINTAGE CRACKERS",24,"15-09-11 15:48",2.49,"14557","United Kingdom",59.76
"572121","21892","TRADITIONAL WOODEN CATCH CUP GAME",6,"20-10-11 19:51",1.25,"17092","United Kingdom",7.5
"574040","85099B","JUMBO BAG RED RETROSPOT",2,"02-11-11 13:01",2.08,"14974","United Kingdom",4.16
"557117","84879","ASSORTED COLOUR BIRD ORNAMENT",24,"16-06-11 17:04",1.69,"14849","United Kingdom",40.56
"577074","22815","CARD PSYCHEDELIC APPLES",12,"17-11-11 15:04",0.42,"15399","United Kingdom",5.04
"573913","35961","FOLKART ZINC HEART CHRISTMAS DEC",12,"01-11-11 15:49",0.85,"17653","United Kingdom",10.2
"545543","22978","PANTRY ROLLING PIN",6,"03-03-11 14:43",3.75,"13476","United Kingdom",22.5
"562980","20727","LUNCH BAG  BLACK SKULL.",10,"11-08-11 11:44",1.65,"17686","United Kingdom",16.5
"542599","85150","LADIES & GENTLEMEN METAL SIGN",1,"30-01-11 11:01",2.55,"17062","United Kingdom",2.55
"572933","22574","HEART WOODEN CHRISTMAS DECORATION",12,"27-10-11 10:15",0.85,"13458","United Kingdom",10.2
"581310","22352","LUNCH BOX WITH CUTLERY RETROSPOT",1,"08-12-11 11:43",2.55,"16442","United Kingdom",2.55
"549128","21671","RED SPOT CERAMIC DRAWER KNOB",6,"06-04-11 14:25",1.25,"16713","United Kingdom",7.5
"538525","21506","FANCY FONT BIRTHDAY CARD,",24,"13-12-10 9:39",0.42,"12540","Spain",10.08
"570680","23493","VINTAGE DOILY TRAVEL SEWING KIT",6,"11-10-11 15:36",1.95,"13969","United Kingdom",11.7
"565261","22613","PACK OF 20 SPACEBOY NAPKINS",24,"02-09-11 10:53",0.85,"12474","Germany",20.4
"569897","23242","TREASURE TIN BUFFALO BILL",1,"06-10-11 16:01",2.08,"17813","United Kingdom",2.08
"550477","22413","METAL SIGN TAKE IT OR LEAVE IT",3,"18-04-11 14:01",2.95,"17338","United Kingdom",8.85
"542605","21034","REX CASH+CARRY JUMBO SHOPPER",10,"30-01-11 12:42",0.95,"17796","United Kingdom",9.5
"570677","23355","HOT WATER BOTTLE KEEP CALM",3,"11-10-11 15:10",4.95,"12836","United Kingdom",14.85
"574097","23256","CHILDRENS CUTLERY SPACEBOY",4,"03-11-11 9:56",4.15,"12471","Germany",16.6
"544474","POST","POSTAGE",1,"21-02-11 9:52",15.0,"12423","Belgium",15.0
"543040","22915","ASSORTED BOTTLE TOP  MAGNETS",12,"02-02-11 17:06",0.42,"17337","United Kingdom",5.04
"553485","75049L","LARGE CIRCULAR MIRROR MOBILE",18,"17-05-11 12:25",1.25,"13208","United Kingdom",22.5
"542534","22617","BAKING SET SPACEBOY DESIGN",3,"28-01-11 13:27",4.95,"13707","United Kingdom",14.85
"549937","21756","BATH BUILDING BLOCK WORD",6,"13-04-11 11:40",5.95,"15046","United Kingdom",35.7
"580695","23322","LARGE WHITE HEART OF WICKER",3,"05-12-11 16:03",2.95,"13230","United Kingdom",8.85
"541664","22975","SPACEBOY CHILDRENS EGG CUP",24,"20-01-11 12:23",1.25,"17862","United Kingdom",30.0
"562377","22629","SPACEBOY LUNCH BOX",1,"04-08-11 15:04",1.95,"14535","United Kingdom",1.95
"550145","22728","ALARM CLOCK BAKELIKE PINK",12,"14-04-11 14:15",3.75,"12637","France",45.0
"537130","22926","IVORY GIANT GARDEN THERMOMETER",2,"05-12-10 12:23",5.95,"17796","United Kingdom",11.9
"572567","22539","MINI JIGSAW DOLLY GIRL",24,"25-10-11 10:27",0.42,"12398","Switzerland",10.08
"572719","21428","SET3 BOOK BOX GREEN GINGHAM FLOWER",8,"25-10-11 15:03",4.25,"13871","United Kingdom",34.0
"544666","22173","METAL 4 HOOK HANGER FRENCH CHATEAU",1,"22-02-11 15:00",2.95,"16907","United Kingdom",2.95
"553194","72800D","4 BLUE DINNER CANDLES SILVER FLOCK",1,"15-05-11 13:37",2.55,"16283","United Kingdom",2.55
"576355","22086","PAPER CHAIN KIT 50'S CHRISTMAS",40,"14-11-11 16:28",2.55,"13089","United Kingdom",102.0
"553915","21174","POTTERING IN THE SHED METAL SIGN",12,"19-05-11 19:51",2.08,"18225","United Kingdom",24.96
"573876","23367","SET 12 COLOUR PENCILS SPACEBOY",1,"01-11-11 12:48",0.65,"16360","United Kingdom",0.65
"571837","22474","SPACEBOY TV DINNER TRAY",1,"19-10-11 12:11",4.95,"16470","United Kingdom",4.95
"562913","21889","WOODEN BOX OF DOMINOES",12,"10-08-11 13:19",1.25,"17042","United Kingdom",15.0
"565438","23300","GARDENERS KNEELING PAD CUP OF TEA",1,"04-09-11 13:56",1.65,"17229","United Kingdom",1.65
"546104","22470","HEART OF WICKER LARGE",1,"09-03-11 12:19",2.95,"14527","United Kingdom",2.95
"541014","22072","RED RETROSPOT TEA CUP AND SAUCER",4,"13-01-11 11:54",3.75,"14085","United Kingdom",15.0
"567385","21790","VINTAGE SNAP CARDS",288,"20-09-11 10:27",0.72,"14866","United Kingdom",207.36
"551384","22487","WHITE WOOD GARDEN PLANT LADDER",4,"28-04-11 11:31",8.5,"15223","United Kingdom",34.0
"574660","22082","RIBBON REEL STRIPES DESIGN",1,"06-11-11 11:55",1.65,"15407","United Kingdom",1.65
"565442","22384","LUNCH BAG PINK POLKADOT",10,"04-09-11 14:09",1.65,"12627","Germany",16.5
"575725","23289","DOLLY GIRL CHILDRENS BOWL",8,"10-11-11 18:46",1.25,"13098","United Kingdom",10.0
"566581","22910","PAPER CHAIN KIT VINTAGE CHRISTMAS",2,"13-09-11 13:47",2.95,"16081","United Kingdom",5.9
"570095","22423","REGENCY CAKESTAND 3 TIER",1,"07-10-11 11:57",12.75,"12528","Germany",12.75
"562218","82600","NO SINGING METAL SIGN",12,"03-08-11 14:07",2.1,"13851","United Kingdom",25.2
"557281","20755","BLUE PAISLEY POCKET BOOK",2,"19-06-11 12:23",0.85,"13632","United Kingdom",1.7
"577310","21914","BLUE HARMONICA IN BOX",120,"18-11-11 13:15",1.25,"13516","United Kingdom",150.0
"577601","23370","SET 36 COLOURING PENCILS DOILY",16,"21-11-11 8:31",1.25,"17675","United Kingdom",20.0
"575487","22952","60 CAKE CASES VINTAGE CHRISTMAS",24,"09-11-11 17:11",0.55,"15450","United Kingdom",13.2
"546390","20668","DISCO BALL CHRISTMAS DECORATION",120,"11-03-11 14:03",0.12,"14083","United Kingdom",14.4
"566599","84559A","3D SHEET OF DOG STICKERS",3,"13-09-11 15:37",0.85,"15998","United Kingdom",2.55
"543815","21894","POTTING SHED SEED ENVELOPES",2,"13-02-11 15:18",1.25,"17255","United Kingdom",2.5
"578921","23194","GYMKHANA TREASURE BOOK BOX",1,"27-11-11 11:57",2.25,"13596","United Kingdom",2.25
"554151","84077","WORLD WAR 2 GLIDERS ASSTD DESIGNS",48,"23-05-11 11:07",0.29,"14049","United Kingdom",13.92
"537422","22633","HAND WARMER UNION JACK",2,"06-12-10 15:27",2.1,"17812","United Kingdom",4.2
"580140","84991","60 TEATIME FAIRY CAKE CASES",24,"02-12-11 9:19",0.55,"14895","United Kingdom",13.2
"548332","22499","WOODEN UNION JACK BUNTING",48,"30-03-11 13:39",4.95,"15364","United Kingdom",237.6
"556776","22326","ROUND SNACK BOXES SET OF4 WOODLAND",3,"14-06-11 12:24",2.95,"14730","United Kingdom",8.85
"543911","22195","LARGE HEART MEASURING SPOONS",12,"14-02-11 12:46",1.65,"17829","United Arab Emirates",19.8
"549316","21578","WOODLAND DESIGN  COTTON TOTE BAG",6,"08-04-11 9:54",2.25,"12705","Germany",13.5
"580727","21028","NINJA RABBIT BLACK",2,"05-12-11 17:17",2.46,"14096","United Kingdom",4.92
"572675","85178","VICTORIAN SEWING KIT",4,"25-10-11 13:20",1.25,"17917","United Kingdom",5.0
"541709","22236","CAKE STAND 3 TIER MAGIC GARDEN",1,"21-01-11 11:09",12.75,"17504","United Kingdom",12.75
"564752","23298","SPOTTY BUNTING",21,"30-08-11 10:07",4.95,"16126","United Kingdom",103.95
"558626","22403","MAGNETS PACK OF 4 VINTAGE LABELS",12,"30-06-11 17:34",1.25,"12569","Germany",15.0
"555351","23205","CHARLOTTE BAG VINTAGE ALPHABET",30,"02-06-11 12:37",0.85,"13408","United Kingdom",25.5
"577026","22139","RETROSPOT TEA SET CERAMIC 11 PC",8,"17-11-11 12:55",4.95,"17237","United Kingdom",39.6
"554954","23206","LUNCH BAG APPLE DESIGN",10,"27-05-11 14:50",1.65,"14227","United Kingdom",16.5
"573341","20974","12 PENCILS SMALL TUBE SKULL",24,"30-10-11 11:55",0.65,"16949","United Kingdom",15.6
"580403","82484","WOOD BLACK BOARD ANT WHITE FINISH",2,"04-12-11 11:56",7.95,"17858","United Kingdom",15.9
"541206","22345","PARTY PIZZA DISH BLUE POLKADOT",24,"14-01-11 12:24",0.21,"14646","Netherlands",5.04
"578805","20676","RED RETROSPOT BOWL",8,"25-11-11 12:57",1.25,"16401","United Kingdom",10.0
"553189","20725","LUNCH BAG RED RETROSPOT",2,"15-05-11 13:14",1.65,"15033","United Kingdom",3.3
"564725","22979","PANTRY WASHING UP BRUSH",2,"28-08-11 12:28",1.45,"18041","United Kingdom",2.9
"555746","20733","GOLD MINI TAPE MEASURE",2,"07-06-11 10:55",0.85,"14606","United Kingdom",1.7
"579668","22909","SET OF 20 VINTAGE CHRISTMAS NAPKINS",12,"30-11-11 12:32",0.85,"15152","United Kingdom",10.2
"563209","22139","RETROSPOT TEA SET CERAMIC 11 PC",2,"14-08-11 12:23",4.95,"13527","United Kingdom",9.9
"569693","21411","GINGHAM HEART  DOORSTOP RED",2,"05-10-11 15:18",4.25,"17837","United Kingdom",8.5
"564165","23035","DRAWER KNOB CERAMIC IVORY",12,"23-08-11 13:35",1.45,"13593","United Kingdom",17.4
"543277","85099B","JUMBO BAG RED RETROSPOT",20,"06-02-11 14:33",1.95,"15808","United Kingdom",39.0
"578244","23501","KEY RING BASEBALL BOOT UNION JACK",20,"23-11-11 12:36",1.25,"15727","United Kingdom",25.0
"558113","21533","RETROSPOT LARGE MILK JUG",3,"27-06-11 8:48",4.95,"14911","EIRE",14.85
"580419","23082","SET 6 PAPER TABLE LANTERN HEARTS",12,"04-12-11 12:08",3.75,"16283","United Kingdom",45.0
"543370","22841","ROUND CAKE TIN VINTAGE GREEN",2,"07-02-11 14:51",7.95,"12359","Cyprus",15.9
"577319","84380","SET OF 3 BUTTERFLY COOKIE CUTTERS",1,"18-11-11 13:43",1.45,"17301","United Kingdom",1.45
"559307","23241","TREASURE TIN GYMKHANA DESIGN",2,"07-07-11 13:02",2.08,"15356","United Kingdom",4.16
"563753","16161U","WRAP SUKI AND FRIENDS",25,"19-08-11 10:51",0.42,"12513","France",10.5
"571041","20711","JUMBO BAG TOYS",1,"13-10-11 13:00",2.08,"14527","United Kingdom",2.08
"581378","21918","SET 12 KIDS COLOUR  CHALK STICKS",6,"08-12-11 12:50",0.42,"17673","United Kingdom",2.52
"580822","22816","CARD MOTORBIKE SANTA",12,"06-12-11 11:33",0.42,"17884","United Kingdom",5.04
"554839","22367","CHILDRENS APRON SPACEBOY DESIGN",2,"26-05-11 17:15",1.95,"14056","United Kingdom",3.9
"571438","22720","SET OF 3 CAKE TINS PANTRY DESIGN",3,"17-10-11 13:25",4.95,"15066","United Kingdom",14.85
"550765","23053","RECYCLED ACAPULCO MAT PINK",2,"20-04-11 12:28",8.25,"16103","United Kingdom",16.5
"575737","22138","BAKING SET 9 PIECE RETROSPOT",12,"11-11-11 8:59",4.95,"14789","United Kingdom",59.4
"574826","22086","PAPER CHAIN KIT 50'S CHRISTMAS",4,"07-11-11 10:58",2.95,"15870","United Kingdom",11.8
"543370","35241","ENAMEL BLUE RIM BISCUIT BIN",3,"07-02-11 14:51",4.95,"12359","Cyprus",14.85
"543251","21181","PLEASE ONE PERSON METAL SIGN",12,"04-02-11 14:51",2.1,"14194","United Kingdom",25.2
"569893","22666","RECIPE BOX PANTRY YELLOW DESIGN",6,"06-10-11 15:51",2.95,"12627","Germany",17.7
"558196","85086A","CANDY SPOT HEART DECORATION",5,"27-06-11 12:38",0.85,"16033","United Kingdom",4.25
"538707","22080","RIBBON REEL POLKADOTS",2,"14-12-10 10:38",1.65,"17894","United Kingdom",3.3
"571502","21175","GIN + TONIC DIET METAL SIGN",12,"17-10-11 15:18",2.55,"14422","United Kingdom",30.6
"566200","21584","RETROSPOT SMALL TUBE MATCHES",2,"09-09-11 14:14",1.65,"16910","United Kingdom",3.3
"566319","23206","LUNCH BAG APPLE DESIGN",10,"12-09-11 11:25",1.65,"13431","United Kingdom",16.5
"579529","10135","COLOURING PENCILS BROWN TUBE",10,"30-11-11 8:50",1.25,"12488","France",12.5
"567308","20677","PINK POLKADOT BOWL",72,"19-09-11 13:35",1.06,"16422","United Kingdom",76.32
"568529","21742","LARGE ROUND WICKER PLATTER",2,"27-09-11 13:38",5.95,"16181","United Kingdom",11.9
"556784","84988","SET OF 72 PINK HEART PAPER DOILIES",1,"14-06-11 13:15",1.45,"14461","United Kingdom",1.45
"560120","85049E","SCANDINAVIAN REDS RIBBONS",12,"15-07-11 10:27",1.25,"14907","United Kingdom",15.0
"578521","22910","PAPER CHAIN KIT VINTAGE CHRISTMAS",1,"24-11-11 14:06",2.95,"17812","United Kingdom",2.95
"567181","23264","SET OF 3 WOODEN SLEIGH DECORATIONS",3,"18-09-11 15:15",1.25,"17750","United Kingdom",3.75
"578946","22841","ROUND CAKE TIN VINTAGE GREEN",1,"27-11-11 13:47",7.95,"16005","United Kingdom",7.95
"542240","22846","BREAD BIN DINER STYLE RED",2,"26-01-11 14:45",16.95,"16124","United Kingdom",33.9
"574660","23104","IVORY CAFE HANGING LAMP",1,"06-11-11 11:55",12.5,"15407","United Kingdom",12.5
"571654","21108","FAIRY CAKE FLANNEL ASSORTED COLOUR",1,"18-10-11 12:17",0.79,"18118","United Kingdom",0.79
"549583","85015","SET OF 12  VINTAGE POSTCARD SET",6,"11-04-11 9:46",2.55,"15214","United Kingdom",15.3
"568583","85035C","ROSE 3 WICK MORRIS BOX CANDLE",3,"28-09-11 10:09",4.25,"15584","United Kingdom",12.75
"561208","20724","RED RETROSPOT CHARLOTTE BAG",100,"25-07-11 16:39",0.72,"15372","United Kingdom",72.0
"572295","21504","SKULLS GREETING CARD",12,"23-10-11 13:49",0.42,"16686","United Kingdom",5.04
"579555","22113","GREY HEART HOT WATER BOTTLE",2,"30-11-11 11:08",4.25,"16241","United Kingdom",8.5
"557213","82484","WOOD BLACK BOARD ANT WHITE FINISH",1,"17-06-11 12:16",7.95,"15021","United Kingdom",7.95
"567168","23300","GARDENERS KNEELING PAD CUP OF TEA",2,"18-09-11 12:24",1.65,"14878","United Kingdom",3.3
"559887","23152","IVORY SWEETHEART WIRE LETTER RACK",1,"13-07-11 11:44",3.75,"13263","United Kingdom",3.75
"575886","22327","ROUND SNACK BOXES SET OF 4 SKULLS",2,"11-11-11 13:57",2.95,"12517","Germany",5.9
"552825","22460","EMBOSSED GLASS TEALIGHT HOLDER",12,"11-05-11 13:18",1.25,"15296","United Kingdom",15.0
"578155","22209","WOOD STAMP SET HAPPY BIRTHDAY",1,"23-11-11 11:32",0.83,"12748","United Kingdom",0.83
"574340","22865","HAND WARMER OWL DESIGN",5,"04-11-11 10:08",2.1,"17377","United Kingdom",10.5
"554151","23056","FLOWERS CHANDELIER T-LIGHT HOLDER",1,"23-05-11 11:07",6.25,"14049","United Kingdom",6.25
"576045","23130","MISTLETOE HEART WREATH GREEN",4,"13-11-11 14:42",4.15,"15022","United Kingdom",16.6
"538714","82600","NO SINGING METAL SIGN",2,"14-12-10 11:01",2.1,"14524","United Kingdom",4.2
"538198","22076","6 RIBBONS EMPIRE",4,"10-12-10 11:01",1.65,"17827","United Kingdom",6.6
"553369","21524","DOORMAT SPOTTY HOME SWEET HOME",2,"16-05-11 14:30",7.95,"15044","United Kingdom",15.9
"541414","48129","DOORMAT TOPIARY",1,"17-01-11 16:14",7.95,"18212","United Kingdom",7.95
"574883","84519A","TOMATO CHARLIE+LOLA COASTER SET",6,"07-11-11 13:56",1.25,"14623","United Kingdom",7.5
"580506","23562","SET OF 6 RIBBONS PERFECTLY PRETTY",6,"04-12-11 13:34",2.89,"13319","United Kingdom",17.34
"544824","21452","TOADSTOOL MONEY BOX",6,"24-02-11 9:32",2.95,"17139","United Kingdom",17.7
"572735","23382","BOX OF 6 CHRISTMAS CAKE DECORATIONS",12,"25-10-11 15:36",3.75,"15630","United Kingdom",45.0
"573548","21411","GINGHAM HEART  DOORSTOP RED",2,"31-10-11 13:22",4.25,"13680","United Kingdom",8.5
"547405","22860","EASTER TIN CHICKS PINK DAISY",6,"23-03-11 8:22",1.65,"17705","United Kingdom",9.9
"542216","21508","VINTAGE KID DOLLY CARD",12,"26-01-11 12:29",0.42,"14911","EIRE",5.04
"563614","23545","WRAP RED VINTAGE DOILY",200,"18-08-11 8:51",0.34,"12415","Australia",68.0
"566616","22969","HOMEMADE JAM SCENTED CANDLES",12,"14-09-11 8:35",1.45,"12895","United Kingdom",17.4
"543518","22243","5 HOOK HANGER RED MAGIC TOADSTOOL",96,"09-02-11 11:21",1.45,"12753","Japan",139.2
"560504","22969","HOMEMADE JAM SCENTED CANDLES",12,"19-07-11 11:47",1.45,"13081","United Kingdom",17.4
"537334","22192","BLUE DINER WALL CLOCK",1,"06-12-10 12:06",8.5,"16719","United Kingdom",8.5
"541405","21035","SET/2 RED RETROSPOT TEA TOWELS",6,"17-01-11 15:17",2.95,"12683","France",17.7
"578786","35961","FOLKART ZINC HEART CHRISTMAS DEC",12,"25-11-11 12:02",0.85,"13184","United Kingdom",10.2
"571682","21524","DOORMAT SPOTTY HOME SWEET HOME",1,"18-10-11 14:00",8.25,"14179","United Kingdom",8.25
"574677","84992","72 SWEETHEART FAIRY CAKE CASES",1,"06-11-11 12:32",0.55,"16445","United Kingdom",0.55
"545161","21090","SET/6 COLLAGE PAPER PLATES",12,"28-02-11 13:34",0.85,"16187","United Kingdom",10.2
"556244","23079","TOADSTOOL BEDSIDE LIGHT",2,"09-06-11 16:08",8.95,"15867","United Kingdom",17.9
"555133","22139","RETROSPOT TEA SET CERAMIC 11 PC",6,"31-05-11 15:32",4.95,"16810","United Kingdom",29.7
"557260","22702","BLACK AND WHITE CAT BOWL",6,"19-06-11 10:39",2.1,"17932","United Kingdom",12.6
"552296","23126","FELTCRAFT GIRL AMELIE KIT",3,"08-05-11 14:09",4.95,"15518","United Kingdom",14.85
"542862","21717","EASTER TIN BUCKET",1,"01-02-11 11:51",2.55,"14606","United Kingdom",2.55
