Rank,CustomerID,Country,Revenue,Orders,AOV
2468,17253,United Kingdom,14.95,1,14.95
2469,16183,United Kingdom,14.94,1,14.94
2470,13711,United Kingdom,14.94,1,14.94
2471,15821,United Kingdom,14.9,2,7.45
2472,17650,United Kingdom,14.85,1,14.85
2473,12586,Italy,14.85,1,14.85
2474,13127,United Kingdom,14.85,1,14.85
2475,15776,United Kingdom,14.85,1,14.85
2476,16482,United Kingdom,14.85,1,14.85
2477,16643,United Kingdom,14.85,1,14.85
2478,12827,United Kingdom,14.85,1,14.85
2479,14204,United Kingdom,14.85,1,14.85
2480,15836,United Kingdom,14.85,1,14.85
2481,12680,France,14.85,1,14.85
2482,13575,United Kingdom,14.85,1,14.85
2483,17636,United Kingdom,14.85,1,14.85
2484,13813,Germany,14.85,1,14.85
2485,14932,Channel Islands,14.85,1,14.85
2486,14345,United Kingdom,14.85,1,14.85
2487,15255,United Kingdom,14.85,1,14.85
2488,16554,United Kingdom,14.85,1,14.85
2489,17503,United Kingdom,14.83,2,7.42
2490,12556,Spain,14.8,2,7.4
2491,16010,United Kingdom,14.75,1,14.75
2492,17800,United Kingdom,14.7,1,14.7
2493,17255,United Kingdom,14.629999999999999,2,7.32
2494,15556,United Kingdom,14.57,1,14.57
2495,13642,United Kingdom,14.55,1,14.55
2496,13249,United Kingdom,14.5,1,14.5
2497,12703,Germany,14.5,1,14.5
2498,16936,United Kingdom,14.49,1,14.49
2499,14704,United Kingdom,14.459999999999999,3,4.82
2500,14801,United Kingdom,14.45,1,14.45
2501,16419,United Kingdom,14.45,2,7.22
2502,17888,United Kingdom,14.399999999999999,2,7.2
2503,14649,United Kingdom,14.290000000000001,2,7.14
2504,16014,United Kingdom,14.25,2,7.12
2505,16284,United Kingdom,14.209999999999999,2,7.1
2506,13439,United Kingdom,14.2,1,14.2
2507,14692,United Kingdom,14.100000000000001,3,4.7
2508,16031,United Kingdom,14.0,2,7.0
2509,16488,United Kingdom,13.92,1,13.92
2510,13370,United Kingdom,13.92,1,13.92
2511,15603,United Kingdom,13.92,1,13.92
2512,15872,United Kingdom,13.89,1,13.89
2513,17867,United Kingdom,13.79,1,13.79
2514,17252,United Kingdom,13.75,1,13.75
2515,12508,France,13.719999999999999,2,6.86
2516,17917,United Kingdom,13.7,3,4.57
2517,14064,United Kingdom,13.65,2,6.82
2518,14012,United Kingdom,13.6,1,13.6
2519,15992,United Kingdom,13.52,1,13.52
2520,15610,United Kingdom,13.52,1,13.52
2521,16325,United Kingdom,13.52,1,13.52
2522,16298,United Kingdom,13.52,1,13.52
2523,12942,United Kingdom,13.5,1,13.5
2524,18161,United Kingdom,13.5,1,13.5
2525,13947,United Kingdom,13.5,1,13.5
2526,15987,United Kingdom,13.45,2,6.72
2527,17860,United Kingdom,13.45,1,13.45
2528,16243,United Kingdom,13.45,1,13.45
2529,14803,United Kingdom,13.41,2,6.7
2530,14408,United Kingdom,13.4,3,4.47
2531,16788,United Kingdom,13.28,2,6.64
2532,15450,United Kingdom,13.2,1,13.2
2533,12436,Norway,13.2,1,13.2
2534,12417,Spain,13.2,1,13.2
2535,12348,Finland,13.2,1,13.2
2536,15143,United Kingdom,13.2,1,13.2
2537,16708,United Kingdom,13.2,1,13.2
2538,16070,United Kingdom,13.2,1,13.2
2539,12752,Norway,13.2,1,13.2
2540,17423,United Kingdom,13.2,1,13.2
2541,14586,United Kingdom,13.2,1,13.2
2542,12515,Italy,13.2,1,13.2
2543,17540,United Kingdom,13.05,1,13.05
2544,17979,United Kingdom,13.0,2,6.5
2545,14655,United Kingdom,13.0,1,13.0
2546,13565,United Kingdom,12.9,1,12.9
2547,12531,Germany,12.85,1,12.85
2548,16898,United Kingdom,12.83,2,6.42
2549,15219,United Kingdom,12.75,1,12.75
2550,16679,United Kingdom,12.75,1,12.75
2551,18250,United Kingdom,12.75,1,12.75
2552,14231,United Kingdom,12.75,1,12.75
2553,16777,United Kingdom,12.75,1,12.75
2554,15843,United Kingdom,12.75,1,12.75
2555,15042,United Kingdom,12.75,1,12.75
2556,18282,United Kingdom,12.75,1,12.75
2557,14784,United Kingdom,12.72,1,12.72
2558,17962,United Kingdom,12.71,1,12.71
2559,15457,United Kingdom,12.67,1,12.67
2560,13876,United Kingdom,12.6,1,12.6
2561,18232,United Kingdom,12.6,1,12.6
2562,17481,United Kingdom,12.6,1,12.6
2563,12739,United Arab Emirates,12.6,1,12.6
2564,14267,United Kingdom,12.6,1,12.6
2565,15047,United Kingdom,12.6,1,12.6
2566,15551,United Kingdom,12.6,1,12.6
2567,17109,United Kingdom,12.55,2,6.28
2568,17580,United Kingdom,12.55,1,12.55
2569,17349,United Kingdom,12.5,1,12.5
2570,17227,United Kingdom,12.5,2,6.25
2571,17584,United Kingdom,12.5,1,12.5
2572,17970,United Kingdom,12.5,1,12.5
2573,15091,United Kingdom,12.48,1,12.48
2574,12427,Germany,12.48,1,12.48
2575,15345,United Kingdom,12.48,1,12.48
2576,17148,United Kingdom,12.48,1,12.48
2577,16233,United Kingdom,12.48,1,12.48
2578,15557,United Kingdom,12.45,1,12.45
2579,17266,United Kingdom,12.43,1,12.43
2580,15000,United Kingdom,12.4,1,12.4
2581,16536,United Kingdom,12.35,1,12.35
2582,16902,United Kingdom,12.34,1,12.34
2583,16121,United Kingdom,12.2,2,6.1
2584,14375,United Kingdom,12.2,1,12.2
2585,16930,United Kingdom,12.14,3,4.05
2586,15953,United Kingdom,12.05,2,6.02
2587,14446,United Kingdom,12.040000000000001,3,4.01
2588,13822,United Kingdom,12.04,1,12.04
2589,16594,United Kingdom,12.03,1,12.03
2590,15210,United Kingdom,11.9,1,11.9
2591,14871,United Kingdom,11.9,1,11.9
2592,17881,United Kingdom,11.9,1,11.9
2593,14271,United Kingdom,11.9,1,11.9
2594,16181,United Kingdom,11.9,1,11.9
2595,13560,United Kingdom,11.850000000000001,1,11.85
2596,14988,United Kingdom,11.85,1,11.85
2597,15714,United Kingdom,11.85,1,11.85
2598,17566,United Kingdom,11.82,1,11.82
2599,13656,United Kingdom,11.809999999999999,2,5.9
2600,15325,United Kingdom,11.8,1,11.8
2601,16122,United Kingdom,11.7,1,11.7
2602,17987,United Kingdom,11.7,1,11.7
2603,13235,United Kingdom,11.65,1,11.65
2604,13428,United Kingdom,11.65,1,11.65
2605,16960,United Kingdom,11.64,2,5.82
2606,12535,France,11.6,1,11.6
2607,17403,United Kingdom,11.56,1,11.56
2608,16367,United Kingdom,11.530000000000001,2,5.76
2609,15434,United Kingdom,11.5,1,11.5
2610,15050,United Kingdom,11.45,1,11.45
2611,16392,United Kingdom,11.45,1,11.45
2612,14344,United Kingdom,11.45,2,5.72
2613,16475,United Kingdom,11.4,1,11.4
2614,18110,United Kingdom,11.35,1,11.35
2615,13066,United Kingdom,11.28,1,11.28
2616,13301,United Kingdom,11.25,3,3.75
2617,15164,United Kingdom,11.25,2,5.62
2618,15952,United Kingdom,11.15,2,5.58
2619,17301,United Kingdom,11.07,1,11.07
2620,13259,United Kingdom,11.05,1,11.05
2621,17832,United Kingdom,11.04,1,11.04
2622,16804,United Kingdom,10.95,2,5.48
2623,15579,United Kingdom,10.9,1,10.9
2624,17551,United Kingdom,10.9,1,10.9
2625,17038,United Kingdom,10.9,1,10.9
2626,17972,United Kingdom,10.9,1,10.9
2627,16725,United Kingdom,10.9,2,5.45
2628,16750,United Kingdom,10.899999999999999,2,5.45
2629,16407,United Kingdom,10.850000000000001,2,5.43
2630,15920,United Kingdom,10.83,1,10.83
2631,15041,United Kingdom,10.81,1,10.81
2632,17052,United Kingdom,10.53,1,10.53
2633,12418,Switzerland,10.5,1,10.5
2634,15025,United Kingdom,10.5,1,10.5
2635,13296,United Kingdom,10.5,1,10.5
2636,14265,Unspecified,10.5,1,10.5
2637,15279,United Kingdom,10.5,1,10.5
2638,15809,United Kingdom,10.5,1,10.5
2639,15277,United Kingdom,10.5,1,10.5
2640,13510,United Kingdom,10.5,1,10.5
2641,17375,United Kingdom,10.5,1,10.5
2642,15099,United Kingdom,10.5,1,10.5
2643,14762,United Kingdom,10.5,1,10.5
2644,16447,United Kingdom,10.5,1,10.5
2645,13835,United Kingdom,10.5,1,10.5
2646,13427,United Kingdom,10.5,1,10.5
2647,13420,United Kingdom,10.5,1,10.5
2648,17674,United Kingdom,10.5,1,10.5
2649,17693,United Kingdom,10.5,1,10.5
2650,13142,United Kingdom,10.5,1,10.5
2651,15489,United Kingdom,10.5,1,10.5
2652,15435,United Kingdom,10.45,1,10.45
2653,17126,United Kingdom,10.43,3,3.48
2654,13456,United Kingdom,10.4,1,10.4
2655,17025,United Kingdom,10.4,1,10.4
2656,18213,United Kingdom,10.4,1,10.4
2657,12491,France,10.4,1,10.4
2658,17190,United Kingdom,10.4,1,10.4
2659,12646,USA,10.4,1,10.4
2660,13170,United Kingdom,10.35,1,10.35
2661,15550,United Kingdom,10.33,2,5.16
2662,15965,United Kingdom,10.31,2,5.16
2663,13716,United Kingdom,10.3,1,10.3
2664,14916,United Kingdom,10.2,1,10.2
2665,13636,United Kingdom,10.2,1,10.2
2666,16747,United Kingdom,10.2,1,10.2
2667,13626,United Kingdom,10.2,1,10.2
2668,17083,United Kingdom,10.2,1,10.2
2669,16164,United Kingdom,10.2,1,10.2
2670,12991,United Kingdom,10.2,1,10.2
2671,15243,United Kingdom,10.2,1,10.2
2672,15690,United Kingdom,10.2,1,10.2
2673,13464,United Kingdom,10.2,1,10.2
2674,12519,Germany,10.2,1,10.2
2675,17521,United Kingdom,10.2,1,10.2
2676,13663,United Kingdom,10.2,1,10.2
2677,14973,United Kingdom,10.2,1,10.2
2678,16587,United Kingdom,10.2,1,10.2
2679,13721,United Kingdom,10.2,1,10.2
2680,12929,United Kingdom,10.2,1,10.2
2681,15363,United Kingdom,10.2,1,10.2
2682,15795,United Kingdom,10.2,1,10.2
2683,12546,Spain,10.2,1,10.2
2684,12545,Spain,10.2,1,10.2
2685,15205,United Kingdom,10.2,1,10.2
2686,15234,United Kingdom,10.2,1,10.2
2687,17535,United Kingdom,10.2,1,10.2
2688,17727,United Kingdom,10.2,1,10.2
2689,16372,United Kingdom,10.18,1,10.18
2690,12845,United Kingdom,10.15,1,10.15
2691,17772,United Kingdom,10.15,2,5.08
2692,15351,United Kingdom,10.1,3,3.37
2693,16208,United Kingdom,10.1,1,10.1
2694,16394,United Kingdom,10.08,1,10.08
2695,14306,United Kingdom,10.08,1,10.08
2696,15806,United Kingdom,10.08,1,10.08
2697,12399,Belgium,10.08,1,10.08
2698,16096,United Kingdom,10.08,1,10.08
2699,17990,United Kingdom,10.08,1,10.08
2700,17824,United Kingdom,10.08,1,10.08
2701,15201,United Kingdom,10.08,1,10.08
2702,13533,United Kingdom,10.05,2,5.03
2703,16718,United Kingdom,10.05,1,10.05
2704,13566,United Kingdom,10.030000000000001,2,5.02
2705,14420,United Kingdom,10.0,1,10.0
2706,12589,France,10.0,1,10.0
2707,14775,United Kingdom,9.96,1,9.96
2708,16668,United Kingdom,9.96,1,9.96
2709,16638,United Kingdom,9.96,1,9.96
2710,13816,Germany,9.96,1,9.96
2711,17642,United Kingdom,9.96,1,9.96
2712,13502,United Kingdom,9.96,1,9.96
2713,12512,Israel,9.96,1,9.96
2714,14476,United Kingdom,9.95,1,9.95
2715,18019,United Kingdom,9.95,1,9.95
2716,13221,United Kingdom,9.95,1,9.95
2717,14270,United Kingdom,9.95,1,9.95
2718,14799,United Kingdom,9.95,1,9.95
2719,14816,United Kingdom,9.95,1,9.95
2720,18095,United Kingdom,9.95,1,9.95
2721,12968,United Kingdom,9.95,1,9.95
2722,16693,United Kingdom,9.95,1,9.95
2723,17604,United Kingdom,9.92,2,4.96
2724,17579,United Kingdom,9.9,1,9.9
2725,15454,United Kingdom,9.9,1,9.9
2726,14452,United Kingdom,9.9,2,4.95
2727,13364,United Kingdom,9.9,1,9.9
2728,18255,United Kingdom,9.9,1,9.9
2729,14965,United Kingdom,9.9,1,9.9
2730,17274,United Kingdom,9.9,1,9.9
2731,16338,United Kingdom,9.9,1,9.9
2732,17786,United Kingdom,9.86,1,9.86
2733,16085,United Kingdom,9.86,4,2.46
2734,15272,United Kingdom,9.7,1,9.7
2735,17848,United Kingdom,9.68,1,9.68
2736,13271,United Kingdom,9.65,1,9.65
2737,14985,United Kingdom,9.620000000000001,2,4.81
2738,16903,United Kingdom,9.57,1,9.57
2739,17931,United Kingdom,9.5,2,4.75
2740,12938,United Kingdom,9.48,1,9.48
2741,15408,United Kingdom,9.38,1,9.38
2742,18081,United Kingdom,9.36,1,9.36
2743,14815,United Kingdom,9.36,1,9.36
2744,13419,United Kingdom,9.36,1,9.36
2745,14029,United Kingdom,9.36,1,9.36
2746,13897,United Kingdom,9.36,1,9.36
2747,16012,United Kingdom,9.34,2,4.67
2748,17014,United Kingdom,9.28,1,9.28
2749,13673,United Kingdom,9.25,2,4.62
2750,13548,United Kingdom,9.21,2,4.61
2751,17267,United Kingdom,9.149999999999999,2,4.57
2752,16418,United Kingdom,9.08,2,4.54
2753,16330,United Kingdom,9.05,2,4.53
2754,17496,United Kingdom,9.0,1,9.0
2755,15669,United Kingdom,9.0,1,9.0
2756,14869,United Kingdom,8.98,1,8.98
2757,17864,United Kingdom,8.95,2,4.47
2758,13311,United Kingdom,8.95,1,8.95
2759,17561,United Kingdom,8.9,1,8.9
2760,17523,United Kingdom,8.85,1,8.85
2761,15918,United Kingdom,8.85,1,8.85
2762,12673,Germany,8.85,1,8.85
2763,17911,United Kingdom,8.75,1,8.75
2764,16932,United Kingdom,8.73,1,8.73
2765,12743,Unspecified,8.7,2,4.35
2766,15280,United Kingdom,8.7,1,8.7
2767,15919,United Kingdom,8.649999999999999,2,4.32
2768,13643,United Kingdom,8.5,1,8.5
2769,18200,United Kingdom,8.5,1,8.5
2770,16230,United Kingdom,8.5,1,8.5
2771,17298,United Kingdom,8.5,1,8.5
2772,12375,Finland,8.5,1,8.5
2773,16080,United Kingdom,8.5,1,8.5
2774,16247,United Kingdom,8.5,1,8.5
2775,17869,United Kingdom,8.5,1,8.5
2776,16399,United Kingdom,8.5,1,8.5
2777,15723,United Kingdom,8.5,1,8.5
2778,14114,United Kingdom,8.5,1,8.5
2779,17128,United Kingdom,8.5,1,8.5
2780,17125,United Kingdom,8.5,1,8.5
2781,12956,United Kingdom,8.5,1,8.5
2782,15576,United Kingdom,8.5,1,8.5
2783,17046,United Kingdom,8.5,1,8.5
2784,14438,United Kingdom,8.5,1,8.5
2785,15545,United Kingdom,8.45,1,8.45
2786,13226,United Kingdom,8.4,1,8.4
2787,15880,United Kingdom,8.4,1,8.4
2788,15568,United Kingdom,8.4,1,8.4
2789,13193,United Kingdom,8.280000000000001,1,8.28
2790,17791,United Kingdom,8.25,1,8.25
2791,17075,United Kingdom,8.25,1,8.25
2792,16887,United Kingdom,8.25,1,8.25
2793,16374,United Kingdom,8.2,1,8.2
2794,13637,United Kingdom,8.15,1,8.15
2795,17432,United Kingdom,8.15,1,8.15
2796,17859,United Kingdom,7.96,1,7.96
2797,17312,United Kingdom,7.95,1,7.95
2798,17303,United Kingdom,7.95,1,7.95
2799,13737,United Kingdom,7.95,1,7.95
2800,16104,United Kingdom,7.95,1,7.95
2801,17329,United Kingdom,7.95,1,7.95
2802,16339,United Kingdom,7.95,1,7.95
2803,15438,United Kingdom,7.9,1,7.9
2804,15274,United Kingdom,7.9,1,7.9
2805,16706,United Kingdom,7.85,3,2.62
2806,15319,United Kingdom,7.8,1,7.8
2807,17537,United Kingdom,7.8,1,7.8
2808,17538,United Kingdom,7.8,1,7.8
2809,18085,United Kingdom,7.8,1,7.8
2810,14729,United Kingdom,7.65,1,7.65
2811,13760,United Kingdom,7.59,2,3.8
2812,16204,United Kingdom,7.55,1,7.55
2813,15957,United Kingdom,7.5,1,7.5
2814,16768,United Kingdom,7.5,1,7.5
2815,16591,United Kingdom,7.5,1,7.5
2816,14173,United Kingdom,7.5,1,7.5
2817,13395,United Kingdom,7.5,1,7.5
2818,14716,United Kingdom,7.3,2,3.65
2819,13570,United Kingdom,7.29,1,7.29
2820,18096,United Kingdom,7.25,2,3.62
2821,15019,United Kingdom,7.199999999999999,1,7.2
2822,13077,United Kingdom,7.17,2,3.58
2823,14675,United Kingdom,7.11,1,7.11
2824,16924,United Kingdom,7.06,2,3.53
2825,15471,United Kingdom,7.04,1,7.04
2826,17254,United Kingdom,6.99,2,3.5
2827,17277,United Kingdom,6.96,1,6.96
2828,13212,United Kingdom,6.880000000000001,2,3.44
2829,17852,United Kingdom,6.85,2,3.42
2830,16400,United Kingdom,6.8,1,6.8
2831,12631,Finland,6.8,1,6.8
2832,12648,Germany,6.8,1,6.8
2833,15807,United Kingdom,6.8,1,6.8
2834,15192,United Kingdom,6.8,1,6.8
2835,16053,United Kingdom,6.8,1,6.8
2836,16593,United Kingdom,6.779999999999999,2,3.39
2837,14093,United Kingdom,6.77,1,6.77
2838,17968,United Kingdom,6.75,1,6.75
2839,16841,United Kingdom,6.72,1,6.72
2840,17885,United Kingdom,6.66,1,6.66
2841,18005,United Kingdom,6.66,1,6.66
2842,17844,Canada,6.64,1,6.64
2843,17037,United Kingdom,6.64,1,6.64
2844,17582,United Kingdom,6.61,1,6.61
2845,18114,United Kingdom,6.6,1,6.6
2846,14850,United Kingdom,6.6,1,6.6
2847,16479,United Kingdom,6.6,1,6.6
2848,16895,United Kingdom,6.6,1,6.6
2849,15900,United Kingdom,6.6,1,6.6
2850,15661,United Kingdom,6.6,1,6.6
2851,14647,United Kingdom,6.57,1,6.57
2852,13708,United Kingdom,6.45,1,6.45
2853,15721,United Kingdom,6.34,1,6.34
2854,15573,United Kingdom,6.32,2,3.16
2855,14813,United Kingdom,6.3,1,6.3
2856,15503,United Kingdom,6.3,1,6.3
2857,13649,United Kingdom,6.3,1,6.3
2858,14037,United Kingdom,6.25,1,6.25
2859,12506,France,6.2,1,6.2
2860,17783,United Kingdom,6.0,2,3.0
2861,17362,United Kingdom,5.95,1,5.95
2862,17905,United Kingdom,5.95,1,5.95
2863,17708,United Kingdom,5.95,1,5.95
2864,17892,United Kingdom,5.95,1,5.95
2865,14712,United Kingdom,5.9,1,5.9
2866,15812,United Kingdom,5.9,1,5.9
2867,16869,United Kingdom,5.9,3,1.97
2868,14722,United Kingdom,5.9,1,5.9
2869,16897,United Kingdom,5.9,1,5.9
2870,18203,United Kingdom,5.9,1,5.9
2871,16906,United Kingdom,5.9,1,5.9
2872,16461,United Kingdom,5.9,1,5.9
2873,15054,United Kingdom,5.87,2,2.94
2874,16017,United Kingdom,5.85,1,5.85
2875,16782,United Kingdom,5.85,1,5.85
2876,18181,United Kingdom,5.8,1,5.8
2877,13884,United Kingdom,5.8,1,5.8
2878,13568,United Kingdom,5.8,1,5.8
2879,16406,United Kingdom,5.79,1,5.79
2880,17221,United Kingdom,5.79,2,2.9
2881,14174,United Kingdom,5.78,1,5.78
2882,16438,United Kingdom,5.76,3,1.92
2883,13978,United Kingdom,5.76,1,5.76
2884,17189,United Kingdom,5.69,2,2.84
2885,17950,United Kingdom,5.609999999999999,2,2.8
2886,17957,United Kingdom,5.58,1,5.58
2887,17545,United Kingdom,5.51,2,2.76
2888,14592,United Kingdom,5.5,2,2.75
2889,13508,United Kingdom,5.45,1,5.45
2890,17967,United Kingdom,5.45,1,5.45
2891,15877,United Kingdom,5.42,2,2.71
2892,12844,United Kingdom,5.4,1,5.4
2893,16915,United Kingdom,5.4,2,2.7
2894,12847,United Kingdom,5.29,1,5.29
2895,13121,United Kingdom,5.2,1,5.2
2896,15016,United Kingdom,5.2,1,5.2
2897,17771,United Kingdom,5.2,1,5.2
2898,12940,United Kingdom,5.1,1,5.1
2899,14413,United Kingdom,5.1,1,5.1
2900,16413,United Kingdom,5.1,1,5.1
2901,18165,United Kingdom,5.04,1,5.04
2902,12374,Austria,5.04,1,5.04
2903,16147,United Kingdom,5.04,1,5.04
2904,14794,United Kingdom,5.04,1,5.04
2905,17405,United Kingdom,5.04,1,5.04
2906,17232,United Kingdom,5.04,1,5.04
2907,13740,United Kingdom,5.04,1,5.04
2908,15346,United Kingdom,5.04,1,5.04
2909,13116,United Kingdom,5.04,1,5.04
2910,15916,United Kingdom,5.04,1,5.04
2911,14570,United Kingdom,5.04,1,5.04
2912,14652,United Kingdom,5.03,1,5.03
2913,17890,United Kingdom,5.0,1,5.0
2914,17843,United Kingdom,5.0,1,5.0
2915,17839,United Kingdom,5.0,1,5.0
2916,13173,United Kingdom,5.0,2,2.5
2917,14598,United Kingdom,5.0,1,5.0
2918,14529,United Kingdom,4.99,2,2.5
2919,13611,United Kingdom,4.95,1,4.95
2920,12849,United Kingdom,4.95,1,4.95
2921,15748,United Kingdom,4.95,1,4.95
2922,18105,United Kingdom,4.95,1,4.95
2923,14578,United Kingdom,4.95,1,4.95
2924,15894,United Kingdom,4.95,1,4.95
2925,16773,United Kingdom,4.95,1,4.95
2926,17431,United Kingdom,4.95,1,4.95
2927,18045,United Kingdom,4.95,1,4.95
2928,16412,United Kingdom,4.95,1,4.95
2929,16065,United Kingdom,4.95,1,4.95
2930,12577,France,4.85,2,2.42
2931,14499,United Kingdom,4.85,1,4.85
2932,18127,United Kingdom,4.84,2,2.42
2933,14362,United Kingdom,4.75,1,4.75
2934,14550,United Kingdom,4.68,1,4.68
2935,17383,United Kingdom,4.68,1,4.68
2936,17612,United Kingdom,4.68,1,4.68
2937,16933,United Kingdom,4.68,1,4.68
2938,14513,United Kingdom,4.65,1,4.65
2939,17988,United Kingdom,4.65,1,4.65
2940,15006,United Kingdom,4.6,1,4.6
2941,14656,United Kingdom,4.6,1,4.6
2942,18001,United Kingdom,4.52,2,2.26
2943,15060,United Kingdom,4.4,1,4.4
2944,16685,United Kingdom,4.35,1,4.35
2945,14077,United Kingdom,4.27,2,2.13
2946,17977,United Kingdom,4.25,1,4.25
2947,17358,United Kingdom,4.25,1,4.25
2948,17835,United Kingdom,4.18,2,2.09
2949,17960,United Kingdom,4.17,1,4.17
2950,14974,United Kingdom,4.16,1,4.16
2951,15335,United Kingdom,4.15,1,4.15
2952,17371,United Kingdom,4.03,1,4.03
2953,14470,United Kingdom,3.95,1,3.95
2954,16345,United Kingdom,3.8,1,3.8
2955,16206,United Kingdom,3.75,1,3.75
2956,14594,United Kingdom,3.75,1,3.75
2957,14779,United Kingdom,3.75,2,1.88
2958,13603,United Kingdom,3.75,1,3.75
2959,17660,United Kingdom,3.75,1,3.75
2960,17877,United Kingdom,3.75,1,3.75
2961,17899,United Kingdom,3.75,1,3.75
2962,13532,United Kingdom,3.5300000000000002,1,3.53
2963,14130,United Kingdom,3.48,1,3.48
2964,16006,United Kingdom,3.48,1,3.48
2965,15543,United Kingdom,3.48,1,3.48
2966,16667,United Kingdom,3.4,1,3.4
2967,15440,United Kingdom,3.4,1,3.4
2968,13322,United Kingdom,3.4,1,3.4
2969,15460,United Kingdom,3.4,1,3.4
2970,13544,United Kingdom,3.35,2,1.68
2971,17759,United Kingdom,3.35,1,3.35
2972,13684,United Kingdom,3.35,1,3.35
2973,18009,United Kingdom,3.3,1,3.3
2974,14485,United Kingdom,3.3,1,3.3
2975,17299,United Kingdom,3.3,1,3.3
2976,13032,United Kingdom,3.3,1,3.3
2977,16365,United Kingdom,3.25,1,3.25
2978,14357,United Kingdom,3.21,1,3.21
2979,14067,United Kingdom,3.1999999999999997,1,3.2
2980,17976,United Kingdom,3.05,1,3.05
2981,14381,United Kingdom,3.05,1,3.05
2982,13246,United Kingdom,2.95,1,2.95
2983,14098,United Kingdom,2.95,1,2.95
2984,15820,United Kingdom,2.95,1,2.95
2985,13607,United Kingdom,2.95,1,2.95
2986,17379,United Kingdom,2.95,1,2.95
2987,16720,United Kingdom,2.95,1,2.95
2988,17891,United Kingdom,2.95,1,2.95
2989,13715,United Kingdom,2.9,1,2.9
2990,14014,United Kingdom,2.88,1,2.88
2991,14765,United Kingdom,2.8499999999999996,2,1.42
2992,16983,United Kingdom,2.71,1,2.71
2993,15048,United Kingdom,2.67,2,1.34
2994,17817,United Kingdom,2.55,1,2.55
2995,14041,United Kingdom,2.55,1,2.55
2996,17124,United Kingdom,2.52,1,2.52
2997,14448,United Kingdom,2.5,1,2.5
2998,14958,United Kingdom,2.5,1,2.5
2999,17901,United Kingdom,2.49,1,2.49
3000,15571,United Kingdom,2.49,1,2.49
3001,16965,United Kingdom,2.49,1,2.49
3002,14087,United Kingdom,2.48,1,2.48
3003,16386,United Kingdom,2.47,1,2.47
3004,14995,United Kingdom,2.37,1,2.37
3005,15994,United Kingdom,2.25,1,2.25
3006,17760,United Kingdom,2.25,1,2.25
3007,14335,Germany,2.1,1,2.1
3008,16727,United Kingdom,2.1,1,2.1
3009,15537,United Kingdom,2.1,1,2.1
3010,15014,United Kingdom,2.1,1,2.1
3011,16415,United Kingdom,2.1,1,2.1
3012,16697,United Kingdom,2.1,1,2.1
3013,17219,United Kingdom,2.08,1,2.08
3014,12920,United Kingdom,1.95,1,1.95
3015,17289,United Kingdom,1.95,1,1.95
3016,18067,United Kingdom,1.95,1,1.95
3017,15334,United Kingdom,1.7,1,1.7
3018,16753,United Kingdom,1.65,1,1.65
3019,17654,United Kingdom,1.65,1,1.65
3020,16893,United Kingdom,1.65,1,1.65
3021,16629,United Kingdom,1.65,1,1.65
3022,17247,United Kingdom,1.65,1,1.65
3023,17928,United Kingdom,1.65,1,1.65
3024,13563,United Kingdom,1.56,1,1.56
3025,15174,United Kingdom,1.55,1,1.55
3026,17351,United Kingdom,1.45,1,1.45
3027,12893,United Kingdom,1.25,1,1.25
3028,16446,United Kingdom,1.25,1,1.25
3029,16658,United Kingdom,1.25,1,1.25
3030,15988,United Kingdom,1.25,1,1.25
3031,14076,United Kingdom,1.25,1,1.25
3032,16405,United Kingdom,1.25,1,1.25
3033,17181,United Kingdom,1.25,1,1.25
3034,16349,United Kingdom,1.25,1,1.25
3035,13600,United Kingdom,1.25,1,1.25
3036,13827,United Kingdom,1.25,1,1.25
3037,15517,United Kingdom,1.25,1,1.25
3038,17793,United Kingdom,0.95,1,0.95
3039,18117,United Kingdom,0.85,1,0.85
3040,17194,United Kingdom,0.85,1,0.85
3041,17321,United Kingdom,0.85,1,0.85
3042,15528,United Kingdom,0.85,1,0.85
3043,14670,United Kingdom,0.85,1,0.85
3044,16274,United Kingdom,0.85,1,0.85
3045,17904,United Kingdom,0.85,1,0.85
3046,18018,United Kingdom,0.85,1,0.85
3047,15031,United Kingdom,0.84,1,0.84
3048,16921,United Kingdom,0.83,1,0.83
3049,18088,United Kingdom,0.78,1,0.78
3050,16324,United Kingdom,0.76,1,0.76
3051,15437,United Kingdom,0.65,1,0.65
3052,16113,United Kingdom,0.55,1,0.55
3053,18037,United Kingdom,0.42,1,0.42
3054,17908,United Kingdom,0.42,1,0.42
3055,12851,United Kingdom,0.21,1,0.21
